题名,作者,出版社
一代军师,随波逐流,人民文学出版社
一个人的村庄,刘亮程,春风文艺出版社
一九八四,奥威尔,上海三联书店
一九八四,奥韦尔,译林出版社
有限元分析,张洪才,机械工业出版社
有限元分析及应用,胡于进,清华大学出版社
月亮和六便士,毛姆,上海译文出版社
脂砚斋批评本红楼梦,曹雪芹,岳麓书社
中国不高兴,宋晓军,江苏人民出版社
中国国家地理,,大象出版社
中国建筑史,梁思成,百花文艺出版社
资治通鉴,司马光,中华书局
自动控制理论,张爱民,西安交通大学出版社
做自己的心理治疗师,布什,中国发展出版社
日本四书,曹立新,线装书局
ANSYS 12.0电磁学有限元分析从入门到精通,张倩,机械工业出版社
ANSYS 12.0结构分析工程应用实例解析,张朝晖,机械工业出版社
ANSYS ICEM CFD网格划分技术实例详解,纪兵兵,中国水利水电出版社
C + + 从入门到精通,,化学工业出版社
C++语言程序设计,李春葆,清华大学出版社
C语言程序设计,金,人民邮电出版社
C语言教程,凯利,机械工业出版社
GRE词汇思马得记忆法,思马得学校,重庆大学出版社
Linux C编程实战,童永清,人民邮电出版社
MATLAB R2008 科学计算实例教程,楚天科技,化学工业出版社
MATLAB/Simulink建模与仿真,张德丰,电子工业出版社
MATLAB数字图像处理,刘刚,机械工业出版社
MATLAB数字信号处理,王彬,机械工业出版社
Matlab小波分析与工程应用,张德丰,国防工业出版社
Matlab信号处理与应用,高成,国防工业出版社
Origin 8.0实用教程,肖信,中国电力出版社
Python开发技术祥解,周伟,机械工业出版社
Spss统计应用实务,吴明隆,中国铁道出版社
Ubuntu Linux指南,索贝尔,人民邮电出版社
Ubuntu标准教程,王大亮,人民邮电出版社
VHDL基础及经典实例开发,孟庆海,西安交通大学出版社
Visual C++.NET图像处理编程,陆宗骐,清华大学出版社
Visual C++程序开发范例宝典,明日科技,人民邮电出版社
傲慢与偏见,奥斯汀,上海三联书店
"白银时代;""2010"";""黑铁时代""",王小波,长江文艺出版社
悖论简史,索伦森,北京大学出版社
不做情绪的奴隶,吴娟瑜,北京大学出版社
材料科学基础,石德珂,机械工业出版社
操作系统,斯托林斯,电子工业出版社
成功大学,希尔,中国发展出版社
大学生数学竞赛试题研究生入学数学考试难题解析选编,李心灿,高等敎育出版社
大学物理辅导,吕金钟,清华大学出版社
大学物理学,张三慧,清华大学出版社
大学英语六级词汇语感记忆手册,王若平,航空工业出版社
大学英语写作句句通,魏云,上海交通大学出版社
帝国的惆怅,易中天,文汇出版社
电化学,小久见善八,科学出版社
电路,尼尔森,电子工业出版社
电路复习指导与习题精解,梁贵书,中国电力出版社
东宫·西宫,王小波,陕西师范大学出版社
动力系统的定性与分支理论,罗定军,科学出版社
泛函分析教程,于宗义,山东大学出版社
非线性光学,石顺祥,西安电子科技大学出版社
复变函数疑难分析与解题方法,孙清华,华中科技大学出版社
高等数学学习指导,李秀珍,机械工业出版社
格子Boltzmann方法的理论及应用,何雅玲,科学出版社
股票市场基础分析手册,杨健,中国宇航出版社
光学教程,姚启钧,高等教育出版社
国富论,斯密,武汉出版社
红外辐射特性与传输的数值计算,谈和平,哈尔滨工业大学出版社
宏观经济学,埃布尔,中国人民大学出版社
计算材料科学,陈舜麟,化学工业出版社
计算方法学考指要,孙玉香,西北工业大学出版社
金融学,李成,科学出版社
经济学基础,曼昆,北京大学出版社
精通MATLAB科学计算,王正林,电子工业出版社
菊与刀,本尼迪克特,译林出版社
绝缘子及输变电设备外绝缘,关志成,清华大学出版社
空谷幽兰,波特,当代中国出版社
空间解析几何与微分几何,黄宣国,复旦大学出版社
宽容,房龙,广西师范大学出版社
流体力学,王松岭,中国电力出版社
六级词汇词根+联想记忆法,俞敏洪,群言出版社
模糊系统与模糊控制教程,王立新,清华大学出版社
莫泊桑中短篇小说选,莫泊桑,长江文艺出版社
女性与社交,齐鲁青,上海文艺出版社
偏振光学,廖延彪,科学出版社
乒乓球·羽毛球·网球,西安交通大学体育部,西安交通大学出版社
燃料电池系统,拉米尼,科学出版社
入党培训教材,张荣臣,中共党史出版社
生死场,萧红,江苏文艺出版社
史记,司马迁,中华书局
书法基础与欣赏,钟明善,西安交通大学出版社
数据结构与算法,德罗兹代克,清华大学出版社
数字电子电路解题指南,唐竞新,清华大学出版社
数字信号处理导论,胡广书,清华大学出版社
思维导图,布赞,中信出版社
思无邪,安意如,天津敎育出版社
算法,塞奇威克,机械工业出版社
算法设计与实验题解,王晓东,电子工业出版社
台北人,白先勇,广西师范大学出版社
天下第一楼,何冀平,北京十月文艺出版社
威布尔模型族,蒋仁言,科学出版社
微积分学习辅导,陈效群,科学出版社
我的团长我的团,兰晓龙,新星出版社
午夜凶铃,铃木光司,南海出版公司
物理方法论,王瑞旦,中南大学出版社
系统解剖学考试常见错误与对策,侯金才,中国协和医科大学出版社
夏洛的网,怀特,上海译文出版社
嫌疑人X的献身,东野圭吾,南海出版公司
现代生物技术概论,何忠效,北京师范大学出版社
现代信号处理教程,胡广书,清华大学出版社
线性代数,陈治中,科学出版社
线性代数,李尚志,高等敎育出版社
小波分析与应用实例,程正兴,西安交通大学出版社
心理学史上的76个经典故事,王耀廷,汉语大词典出版社
新托福120分写作30天速成真经,出国留学考试学习中心,中国石化出版社
信息光学,苏显渝,科学出版社
一起沉默,韩寒,人民文学出版社
蚁群优化,多里戈,清华大学出版社
易学C++,潘嘉杰,人民邮电出版社
英语词汇速记大全,俞敏洪,群言出版社
影响了我的三十二篇美文,,百花文艺出版社
有限元技术基础,冷纪桐,化学工业出版社
张爱玲文萃,张爱玲,文化艺术出版社
庄子正宗,马恒君,华夏出版社
阻尼技术的工程应用,戴德沛,清华大学
ANSYS 11.0/FLOTRAN流场分析实例指导教程,许洋,机械工业出版社
ANSYS流固耦合分析与工程实例,宋学官,中国水利水电出版社
C++沉思录,凯尼格,人民邮电出版社
C++从入门到实践,秦广军,清华大学出版社
C语言程序设计,谭浩强,清华大学出版社
C语言入门经典,霍顿,机械工业出版社
DSP原理及其C编程开发技术,沙桑,电子工业出版社
Inventor 2009三维机械设计应用基础,许睦旬,高等教育出版社
LabVIEW 8.5常用功能与编程实例精讲,徐晓东,电子工业出版社
MATLAB仿真在信号处理中的应用,徐明远,西安电子科技大学出版社
MATLAB工具箱应用,苏金明,电子工业出版社
MATLAB应用实例精讲,陈超,电子工业出版社
MATLAB智能算法30个案例分析,史峰,北京航空航天大学出版社
Photoshop CS2从入门到精通,金恩爱,中国靑年出版社
VHDL电路设计,雷伏容,清华大学出版社
Visual C++ .NET程序设计教程,王恩德,清华大学出版社
Visual C++基础教程,郭文平,西安电子科技大学出版社
Visual C++数据库开发典型模块与实例精讲,颜志军,电子工业出版社
爱你就像爱生命,王小波,重庆出版社
傲慢与偏见,奥斯丁,译林出版社
白鹿原,陈忠实,文化艺术出版社
白夜行,东野圭吾,南海出版公司
绑架游戏,东野圭吾,上海译文出版社
冰纹,渡边淳一,四川文艺出版社
常微分方程精品课堂,丁崇文,厦门大学出版社
弹塑性力学,陈明祥,科学出版社
等离子体放电原理与材料处理,利伯曼,科学出版社
帝国的终结,易中天,复旦大学出版社
电磁场与电磁波解题指南,余恒清,国防工业出版社
电工学 (第六版 下册) 电工技术习题全解,姜三勇,高等敎育出版社
电力电子技术,王兆安,机械工业出版社
迭代学习控制,孙明轩,国防工业出版社
断口学,钟群鹏,高等敎育出版社
飞狐外传,金庸,"广州出版社;""花城出版社"""
概率论与数理统计,盛骤,高等敎育出版社
概率统计,德格鲁特,人民邮电出版社
高等数学知识要点与习题解析,沈艳,哈尔滨工程大学出版社
管理学,芮明杰,上海人民出版社
宏观经济学,布兰查德,经济科学出版社
回归分析方法原理及SPSS实际操作,冯力,中国金融出版社
机械原理考研指导,张志强,清华大学出版社
集成电路导论,杨之廉,清华大学出版社
计算机算法设计与分析,王晓东,电子工业出版社
计算流体力学入门,安德森,清华大学出版社
简·爱,勃朗特,清华大学出版社
菊与刀,本尼狄克特,文汇出版社
空谷幽魂,克里斯蒂,人民文学出版社
狼道,龙子民,地震出版社
离散数学,屈婉玲,清华大学出版社
离散数学习题与解析,胡新启,清华大学出版社
离心式/螺杆式制冷机组及应用,董天禄,机械工业出版社
两相流与传热,陈学俊,原子能出版社
量子力学,朗道,高等敎育出版社
量子力学导论,熊钰庆,广东高等敎育出版社
毛泽东大战略,姚有志,解放军出版社
毛泽东读书记,王炯华,长江文艺出版社
模糊聚类分析及其应用,高新波,西安电子科技大学出版
摩擦学原理,温诗铸,清华大学出版社
暮色,梅尔,接力出版社
鸟人计划,东野圭吾,南海出版公司
人力资源管理,德斯勒,"清华大学出版社;""Prentice-Hall International,Inc."""
人生智慧录,叔本华,山东画报出版社
儒林外史,吴敬梓,三秦出版社
软件能力成熟度模型 CMM 方法及其应用,杨一平,人民邮电出版社
三张牌,金,人民文学出版社
神雕侠侣,金庸,广州出版社
生活的艺术,林语堂,陕西师范大学出版社
声学理论与工程应用,何琳,科学出版社
拾灵者,李西闽,新星出版社
数据结构基础,霍罗威茨,清华大学出版社
数据挖掘,韩家炜,机械工业出版社
数学物理方法学习指导与习题辅导,刘继军,科学出版社
数字图像处理与机器视觉,张铮,人民邮电出版社
数字信号处理 (MATLAB版),英格尔,西安交通大学出版社
双城记,狄更斯,上海译文出版社
随机过程,孙清华,华中科技大学出版社
孙子兵学艺术,万怀玉,白山出版社
谈判天下,科恩,海天出版社
陶瓷材料学,周玉,科学出版社
微传感器与微执行器全书,科瓦克斯,科学出版社
微分拓扑新讲,张筑生,北京大学出版社
微机控制系统及其应用,薛钧义,西安交通大学出版社
文化苦旅,余秋雨,东方出版中心
涡旋压缩机,李连生,机械工业出版社
无网格法,张雄,清华大学出版社
舞! 舞! 舞!,村上春树,上海译文出版社
西方节日活动指南,汪珍珠,上海科学技术出版社
希腊罗马神话与传说中的恋爱故事,郑振铎,上海书店出版社
现代操作系统,坦嫩鲍姆,机械工业出版社
线性与非线性有限元及其应用,郭乙木,机械工业出版社
新托福120分口语30天速成真经,出国留学考试学习中心,中国石化出版社
新译新注反经,赵蕤,中国言实出版社
行政职业能力测验,公务员录用考试教材编写组,中央编译出版社
学哲学 用哲学,李瑞环,中国人民大学出版社
寻找薛定谔的猫,格里宾,海南出版社
野性的呼喚,杰克·伦敦,上海译文出版社
音乐基础理论教程,周复三,山东大学出版社
有限元分析,莫维尼,电子工业出版社
约翰·克利斯朶夫,罗兰,天津社会科学院出版社
运筹学辅导及习题精解,周华任,陕西师范大学出版社
中国国家地理,纪江红,北京出版社
朱镕基答记者问,,人民出版社
追寻生命的意义,弗兰克尔,新华出版社
自动控制原理的MATLAB实现,黄忠霖,国防工业出版社
组织行为学,赫尔雷格尔,华东师范大学出版社
51单片机C语言程序设计快速入门,田立,人民邮电出版社
ANSYS 12.0多物理耦合场有限元分析从入门到精通,党沙沙,机械工业出版社
ANSYS CFX对流传热数值模拟基础应用教程,孙纪宁,国防工业出版社
C++ Cookbook中文版,斯蒂芬斯,清华大学出版社
CMOS数字集成电路,康,电子工业出版社
C语言名题精选百则,冼镜光,机械工业出版社
EndNote & Word文献管理与论文写作,童国伦,化学工业出版社
FPGA应用开发入门与典型实例,华清远见嵌入式培训中心,人民邮电出版社
Java JDK 5.0学习笔记,良葛格,清华大学出版社
MATLAB 7.x系统建模与仿真,张亮,人民邮电出版社
MATLAB电机仿真精华50例,潘晓晟,电子工业出版社
MATLAB函数查询手册,占君,机械工业出版社
MATLAB数字图像处理,张德丰,机械工业出版社
MSC.Nastran应用实例教程,孙长任,科学出版社
OP放大电路设计,冈村迪夫,科学出版社
Protel电路设计实例与分析,张海兵,人民邮电出版社
Verilog FPGA芯片设计,林灶生,北京航空航天大学出版社
Visual C++ OpenGL应用程序开发,郭兆荣,人民邮电出版社
Visual C++编程与项目开发,李英,华东理工大学出版社
爱的艺术,弗罗姆,上海译文出版社
傲慢与偏见,奥斯汀,译林出版社
霸·汉,龙人,文化艺术出版社
白话史记,司马迁,新世界出版社
白衣女人,柯林斯,中国书籍出版社
拜伦 雪莱 济慈抒情诗精选集,拜伦,当代世界出版社
帮你学模拟电子技术基础,华成英,高等敎育出版社
材料的损伤断裂机理和宏微观力学理论,黄克智,清华大学出版社
藏书室女尸之谜,克里斯蒂,人民文学出版社
查拉图斯特拉如是说,尼采,湖南文艺出版社
朝花夕拾,鲁迅,江苏文艺出版社
大学物理,吴百诗,西安交通大学出版社
大学物理解题指导,廖少俊,陕西科学技术出版社
大学物理通用教程习题解答,钟锡华,北京大学出版社
大学英语六级考试全真试题金解,李庆明,世界图书出版西安公司
弹性力学简明教程,徐芝纶,高等教育出版社
当代自然辩证法教程,曾国屏,清华大学出版社
底牌,克里斯蒂,人民文学出版社
电磁场理论基础,牛中奇,电子工业出版社
电工技术(电工学I)学习指导典型题解,刘晔,西安交通大学出版社
电机学要点与解题,阎治安,西安交通大学出版社
电路考研指导与真题解析,陈燕,西安交通大学出版社
杜兰讲述哲学的故事,杜兰特,东方出版社
多孔固体结构与性能,吉布森,清华大学出版社
范里安《微观经济学: 现代观点》 (第6版) 笔记和课后习题详解,金圣才,中国石化出版社
非电量电测技术,吴道悌,西安交通大学出版社
风声,麦家,南海出版社
概率论与数理统计,葛余博,清华大学出版社
股票投资一点通,林俊国,清华大学出版社
固体物理基础,曹全喜,西安电子科技大学出版社
光学,赵建林,高等敎育出版社
国富论,斯密,陕西人民出版社
红高粱家族,莫言,上海文艺出版社
红楼梦,曹雪芹,北京图书馆出版社
基于ANSYS/LS-DYNA 8.1进行显式动力分析,时党勇,清华大学出版社
计算方法,崔国华,电子工业出版社
计算流体力学方法及应用,阎超,北京航空航天大学出版社
今世的五百次回眸,毕淑敏,花山文艺出版社
京华烟云,林语堂,长江文艺出版社
经典力学的数学方法,阿诺尔德,高等敎育出版社
孔雀森林,蔡智恒,万卷出版公司
控制理论基础,王显正,科学出版社
控制系统MATLAB计算及仿真,黄忠霖,国防工业出版社
口译教程,雷天放,上海外语敎育出版社
浪潮之巅,吴军,电子工业出版社
理想国,柏拉图,生活?读书?新知三联书店上海分店
励志演讲阅读经典,刘荣,国防工业出版社
量子力学与原子世界,喀兴林,山西科学技术出版社
流血的仕途,曹昇,上海锦绣文章出版社
论法的精神,孟德斯鸠,当代世界出版社
逻辑,金岳霖,中国人民大学出版社
马可·波罗游记,波罗,中国文史出版社
梦的解析,弗洛伊德,陕西师范大学出版社
魔戒,托尔金,译林出版社
女心理师,毕淑敏,重庆出版社
偏微分方程,莱文,高等敎育出版社
热物理学基础,包科达,高等教育出版社
人生若只如初见,安意如,天津敎育出版社
上学记,何兆武,生活?读书?新知三联书店
世界经典寓言的生活启示,托尔斯泰,现代出版社
世界人文简史,卡宁汉姆,中国靑年出版社
数值泛函与小波理论,冯象初,西安电子科技大学出版社
数值分析与实验学习辅导,蔡大用,清华大学出版社
送你一颗子弹,刘瑜,上海三联书店
天龙八部,金庸,广州出版社
天线,克劳斯,电子工业出版社
痛并快乐着,白岩松,华艺出版社
完美应用Ubuntu,UbuntuChina,电子工业出版社
王小波全集,王小波,北京理工大学出版社
微波工程,波扎尔,电子工业出版社
微积分和数学分析引论,库兰特,科学出版社
微积分习题集,严守权,机械工业出版社
我的前半生,爱新觉罗·溥仪,同心出版社
我妹妹与我,尼采,文化艺术出版社
乌合之众,勒邦,中央编译出版社
无损检测技术,刘贵民,国防工业出版社
务虛笔记,史铁生,春风文艺出版社
希腊神话故事,施瓦布,哈尔滨出版社
洗澡,,人民文学出版社
现代光学原理,王仕,电子科技大学出版社
现代几何学 : 方法与应用,杜布罗温,高等敎育出版社
小波分析理论、算法及其应用,戈斯瓦米,国防工业出版社
斜屋犯罪,岛田庄司,新星出版社
新版中日交流标准日本语词汇详解,樊慧颖,大连出版社
新股民入市必备全书,高升,中国商业出版社
遙远的救世主,豆豆,作家出版社
一九八四,奥威尔,上海译文出版社
应用泛函分析,胡适耕,科学出版社
英国,中央电视台,中国民主法制出版社
永磁无刷直流电机控制技术与应用,刘刚,机械工业出版社
有效沟通,布朗斯坦,机械工业出版社
中国古代神话,袁珂,华夏出版社
中国历史中的博奕游戏,杨磊,中国长安出版社
最优估计的计算方法,史忠科,科学出版社
21天学通C++,陈龙,电子工业出版社
5天从入门到实战,鲁英灿,清华大学出版社
GRE句子填空15天速战速决,柏之菁,群言出版社
LabVIEW入门与实战开发100例,岂兴明,电子工业出版社
Les miserables,雨果,广州出版社
Mathematica 5在大学数学课程中的应用,丁大正,电子工业出版社
MATLAB程序设计与典型应用,张德丰,电子工业出版社
MFC Windows应用程序设计,任哲,清华大学出版社
PCB电磁兼容技术,顾海洲,清华大学出版社
PPT演义,陈魁,电子工业出版社
Prince and the pauper,马克·吐温,大连理工大学出版社
Pro/ENGINEER 2001教程,詹友刚,清华大学出版社
Ubuntu Linux从入门到精通,郝铃,"科学出版社;""北京科海电子出版社"""
Visual C++ 2008程序设计完全自学教程,李淑馨,清华大学出版社
Visual C++从入门到精通,颜盟盟,化学工业出版社
Visual C++权威剖析,辛长安,清华大学出版社
Visual FORTRAN 编程指南,邓巍巍,人民邮电出版社
安娜·卡列尼娜,托尔斯泰,上海文艺出版社
悲惨世界,雨果,上海译文出版社
悲惨世界,雨果,人民文学出版社
博弈入门,奥斯本,上海财经大学出版社
材料力学学习指导书,邱棣华,高等敎育出版社
曾国藩家训,成晓军,重庆出版社
茶花女,小仲马,译林出版社
传热学考试要点与真题精解,胡小平,国防科技大学出版社
传热学习题解答,王厚华,重庆大学出版社
大学物理学习指导,罗仁俊,华南理工大学出版社
大学英语六级写作通关,王艳,科学技术文献出版社
弹性力学简明教程学习指导,王润富,高等教育出版社
刀锋,毛姆,上海译文出版社
电磁学,贾瑞皋,高等教育出版社
电工学简明教程习题与解析,赵锐,科学出版社
电极过程动力学导论,查全性,科学出版社
电力电子技术,徐德鸿,科学出版社
电力系统故障分析,刘万顺,中国电力出版社
电路与模拟电子技术学习辅导与习题解答,殷瑞祥,高等敎育出版社
法理学,张文显,高等敎育出版社
复变函数全程学习指导与习题精解,寇冰煜,东南大学出版社
复合材料力学,沈观林,清华大学出版社
傅里叶光学导论,古德曼,电子工业出版社
富爸爸财务自由之路,清崎,南海出版社
高等数学辅导,彭辉,新华出版社
高等数学学习指导与提高,徐兵,北京航空航天大学出版社
跟毛泽东学思维,曹俊杰,西苑出版社
工程热力学,刘桂玉,高等教育出版社
公共管理研究方法导论,吴建南,科学出版社
股市炼金,罗烨,西南财经大学出版社
固体中的超声波,罗斯,科学出版社
管理学,罗宾斯,中国人民大学出版社
管理研究方法论,李怀祖,西安交通大学出版社
光学学习指导,王磊,清华大学出版社
滾动轴承振动监测与诊断,梅宏斌,机械工业出版社
基本粒子,乌洛贝克,海天出版社
基于MATLAB的控制系统计算机仿真,瞿亮,"清华大学出版社;""北京交通大学出版社"""
激光原理,周炳琨,国防工业出版社
计量经济分析软件,潘省初,中国人民大学出版社
计算机组成原理,唐朔飞,高等敎育出版社
结构振动力学,张相庭,同济大学出版社
精通MATLAB图像处理,张强,电子工业出版社
君主论,马基雅弗利,上海三联书店
卡耐基智慧全书,何雅琳,地震出版社
开关电源设计,普雷斯曼,电子工业出版社
科学改变人类生活的 100 个瞬间,路甬祥,浙江少年儿童出版社
离散数学习题解析,屈婉玲,北京大学出版社
黎明之街,东野圭吾,南海出版公司
李敖有话说,李敖,中国友谊出版公司
理想国,柏拉图,北京理工大学出版社
力学,程稼夫,"科学出版社;""中国科学技术大学出版社"""
量子,高山,清华大学出版社
罗素论幸福人生,罗素,世界知识出版社
毛泽东传,特里尔,中国人民大学出版社
明朝十六帝,王军云,中国华侨出版社
纳兰词笺注,纳兰性德,北京出版社
纳米电子材料与器件,朱长纯,国防工业出版社
南怀瑾讲述庄子中的智慧,南怀瑾,古吴轩出版社
欧·亨利短篇小说集,亨利,三联书店
人生的智慧,叔本华,上海人民出版社
日本精彩推理小说选,李重民,九州出版社
扫描电镜技术及其应用,郭素枝,厦门大学出版社
社会性动物,阿伦森,华东师范大学出版社
射流力学,董志勇,科学出版社
神经网络系统理论,焦李成,西安电子科技大学出版社
生死疲劳,莫言,作家出版社
生死桥,李碧华,新世界出版社
生物医学信号数字处理技术及应用,聂能,科学出版社
十天突破新托福Essays,慎小嶷,机械工业出版社
史记,司马迁,中华书局
矢算场论札记,梁昌洪,科学出版社
试验设计与分析,陈魁,清华大学出版社
数理方程,车向凯,高等敎育出版社
数学大师启示录,陈诗谷,开明出版社
数学分析考研教案,胡晓敏,西北工业大学出版社
数学建模基础,薛毅,科学出版社
数学建模及其实验,严喜祖,科学出版社
数学建模简明教程,党林立,西安电子科技大学出版社
数学物理方法简明教程,郭玉翠,北京邮电大学出版社
数值方法,关治,清华大学出版社
算法分析与设计,古德里奇,人民邮电出版社
算法设计与分析,王晓东,清华大学出版社
算法设计与分析导论,李家同,机械工业出版社
随机过程初级教程,卡林,人民邮电出版社
孙子兵法活学活用,刘烨,中国电影出版社
他人就是地狱,萨特,天津人民出版社
拓扑空间中的反例,汪林,科学出版社
太阳能光伏发电技术,沈辉,化学工业出版社
唐诗的美学阐释,李浩,安徽大学出版社
天才向左 疯子向右,贾米森,中国人民大学出版社
蛙,莫言,作家出版社
微分几何入门与广义相对论,梁灿彬,科学出版社
我是猫,夏目漱石,译林出版社
西方经济学解析,陈恳,高等教育出版社
线性代数释疑解惑,谢昌云,陕西科学技术出版社
线性代数习题与精解,上海交通大学,上海交通大学出版社
小波分析的理论、算法、进展和应用,程正兴,国防工业出版社
小逻辑,黑格尔,中国社会科学出版社
心理学导论,莫里斯,北京大学出版社
心灵世界,王安忆,复旦大学出版社
信号与系统分析学习指导,赵录怀,西安交通大学出版社
信号与系统课程辅导,吴楚,清华大学出版社
袖珍汉英词典,李云川,西安交通大学出版社
异类,格拉德威尔,中信出版社
应力波基础,王礼立,国防工业出版社
应用随机过程,林元烈,淸华大学出版社
应用统计分析教学实践案例集,胡平,清华大学出版社
有限元基础理论与Ansys 11.0应用,张洪信,机械工业出版社
运筹学导论,希利尔,清华大学出版社
哲学的故事,杜兰特,中国档案出版社
周易讲座,金景芳,广西师范大学出版社
专家系统原理与编程,杰拉塔诺,机械工业出版社
转子动力学理论基础,张文,科学出版社
罪与罚,陀思妥耶夫斯基,北京联合出版公司
《道德经》译释,老子,湖南人民出版社
31个经典悬念,狄更斯,中国书籍出版社
ABAQUS有限元分析常见问题解答,曹金凤,机械工业出版社
ANSYS CFX流体分析及仿真,谢龙汉,电子工业出版社
ANSYS高级工程有限元分析范例精选,祝效华,电子工业出版社
C#入门经典,沃森,清华大学出版社
C++语言程序设计,郑莉,清华大学出版社
CPLD/FPGA常用模块与综合系统设计实例精讲,罗苑棠,电子工业出版社
C语言习题与解析,李春葆,清华大学出版社
DSP应用开发实用子程序,汪安民,人民邮电出版社
GRE写作高分速成,陈向东,群言出版社
Jane eyre,勃朗特,外文出版社
MATLAB软件与基础数学实验,朱旭,西安交通大学出版社
The Gadfly,伏尼契,世界图书出版公司
VHDL设计实例与仿真,姜雪松,机械工业出版社
VRay for SketchUp 从入门到高级实例详解,聚光数码科技,电子工业出版社
Word排版之道,宋翔,电子工业出版社
碧奴,苏童,重庆出版社
边缘奇迹,于,科学出版社
材料科学基础全真试题及解析,陶杰,化学工业出版社
茶花女,小仲马,译林出版社
沉默的大多数,王小波,浙江文艺出版社
沉思录,马可·奥勒利乌斯,山东美术出版社
催化化学导论,韩维屏,科学出版社
代数,阿尔廷,机械工业出版社
党的基本知识读本,张立武,苏州大学出版社
第二性,波伏瓦,上海译文出版社
电磁场与电磁波习题解答,马汉炎,哈尔滨工业大学出版社
电力系统分析,何仰赞,华中科技大学出版社
独立分量分析的原理与应用,杨福生,清华大学出版社
断裂力学,程靳,科学出版社
多元微积分,麦卡勒姆,高等教育出版社
沸腾传热和气液两相流,徐济??,原子能出版社
弗洛伊德禁地,陈渐,广西人民出版社
高等数学 (同济·第四版),符丽珍,西北工业大学出版社
高等数学方法与提高,吴晓平,科学出版社
高等数学辅导,李正元,国家行政学院出版社
高等应用数学问题的MATLAB求解,薛定宇,清华大学出版社
工程数值分析题解,王立秋,山东大学出版社
管壳式换热器设计原理,钱颂文,华南理工大学出版社
黑洞和宇宙,诺维科夫,江苏人民出版社
呼啸山庄,勃朗特,世界图书出版公司
呼啸山庄,勃朗特,中国书籍出版社
护眼常识260问,丘子宏,天津科技翻译出版公司
化学反应动力学,许越,化学工业出版社
幻夜,东野圭吾,南海出版社
活俑,倪匡,上海书店出版社
货币银行学,易纲,上海人民出版社
机器人学导论,克雷格,机械工业出版社
机械设计学习指导典型题解,张鄂,西安交通大学出版社
基本乐理简明教程,童忠良,上海音乐学院出版社
吉米多维奇数学分析习题集精选精解,滕加俊,东南大学出版社
吉他自学入门与提高,刘传,蓝天出版社
建筑文化·艺术及其传播,王小慧,百花文艺出版社
金融时间序列分析,蔡瑞胸,机械工业出版社
金融学,黄达,中国人民大学出版社
金字塔原理,明托,南海出版公司
近世代数引论,冯克勤,中国科学技术大学出版社
精彩TOEFL写作200篇点评,王巧平,天津大学出版社
警世通言,冯梦龙,人民文学出版社
菊与刀,本尼迪克特,贵州人民出版社
菊与刀,贝内迪克特,黄山书社
菊与刀,本尼迪克特,译林出版社
康德著作全集,康德,中国人民大学出版社
理论力学,刘延柱,高等教育出版社
理论力学知识要点与习题解析,郑全逸,哈尔滨工程大学出版社
亮剑,都梁,北京联合出版公司
临床医学英语,董丽明,高等教育出版社
鲁滨逊漂流记,笛福,世界图书出版公司
毛泽东诗词选,毛泽东,人民文学出版社
魅力资本,欧阳家悦,北京工业大学出版社
