题名,作者,出版社
MATLAB建模与仿真应用,王中鲜,机械工业出版社
MATLAB控制系统仿真与实例详解,夏玮,人民邮电出版社
MATLAB与C/C++混合编程,张亮,人民邮电出版社
Python技术手册,马特利,人民邮电出版社
SPSS统计分析基础、应用与实践,王璐,化学工业出版社
Verilog数字系统设计,纳瓦毕,电子工业出版社
Visual C++/Turbo C串口通信编程实践,龚建伟,电子工业出版社
Wuthering heights,勃朗特,靑岛出版社
Xilinx FPGA开发实用教程,田耘,清华大学出版社
YEP!完全打败外企HR的面试英语,安雅宁,机械工业出版社
暗影,那多,接力出版社
半导体器件电子学,沃纳,电子工业出版社
悖论13,东野圭吾,南海出版公司
泵与风机,徐士鸣,大连理工大学出版社
变分原理及其应用,梁立孚,哈尔滨工程大学出版社
材料科学基础,胡赓祥,上海交通大学出版社
常微分方程定性与稳定性方法,马知恩,科学出版社
超越感觉,鲁吉罗,复旦大学出版社
齿轮及齿轮箱故障诊断实用技术,丁康,机械工业出版社
川端康成十卷集,高慧勤,河北敎育出版社
传热学基础,杨世铭,高等教育出版社
大话数据结构,程杰,清华大学出版社
大容量真空开关理论及其产品开发,王季梅,西安交通大学出版社
大唐狄公案,高罗佩,海南出版社
大学物理简明教程,梁励芬,复旦大学出版社
大学物理权威教材精华700题解,万方,中国建材工业出版社
大哲学家,蒙克,"海南出版社;""内蒙古人民出版社"""
邓小平时代,杨继绳,中央编译出版社
邓小平自述,邓小平,解放军出版社
狄公案·刘公案,佚名,天津古籍出版社
电磁场数值计算与MATLAB实现,何红雨,华中科技大学出版社
电动力学,俎栋林,清华大学出版社
电工和电子技术学习指导与题解,姜明,北京理工大学出版社
电工学 (第六版 上册) 电工技术习题全解,姜三勇,高等敎育出版社
电力市场基础,王希凡,西安交通大学出版社
电子光学,杜秉初,清华大学出版社
动物植物之谜,张超,中国社会科学出版社
分子和细胞生物学,斯坦菲尔德,科学出版社
浮力射流的理论及应用,李炜,科学出版社
浮生六记,沈复,中州古籍出版社
改变千万人生的一堂课,马登,宁夏人民教育出版社
概率与统计,陈家鼎,北京大学出版社
高等代数习题解,,山东科学技术出版社
高等代数习题全解 (上、下册),王晴,科学技术文献出版社
高等电力网络分析,张伯明,清华大学出版社
高等近世代数,罗特曼,机械工业出版社
高电压技术,周泽存,中国电力出版社
格子Boltzmann方法的原理及应用,郭照立,科学出版社
工程光学,郁道银,机械工业出版社
工程振动测试与分析,李方泽,高等敎育出版社
功能材料与纳米技术,李玲,化学工业出版社
共和国外交风云中的邓小平,潘敬国,黑龙江人民出版社
国家公务员录用考试全国通用教材,刘子仲,北京科学技术出版社
哈佛家训,贝纳德,中国妇女出版社
汉英新词新语辞典,胡志勇,上海交通大学出版社
何以笙箫默,顾漫,沈阳出版社
红与黑,司汤达,译林出版社
宏观经济学,多恩布施,中国人民大学出版社
宏观经济学,曼昆,中国人民大学出版社
混沌与分形,佩特根,国防工业出版社
机械设计要点与解题,张鄂,西安交通大学出版社
机遇与混沌,吕埃勒,上海科技敎育出版社
基督山伯爵,大仲马,华东师范大学出版社
吉米多维奇习题集学习指引,沐定夷,高等教育出版社
几何原本,欧几里得,人民日报出版社
计算流体动力学及其应用,张师帅,华中科技大学出版社
绩效管理,付亚和,复旦大学出版社
叫魂,孔飞力,上海三联书店
解读《共产党宣言》,许玉杰,中国经济出版社
近代物理,杨桂林,科学出版社
经济学原理,马歇尔,华夏出版社
经络·腧穴·气功,宋天彬,高等敎育出版社
晶体管电路设计,铃木雅臣,科学出版社
精通J2EE,计磊,人民邮电出版社
菊与刀,本尼迪克特,青岛出版社
矩阵论,戴华,科学出版社
了不起的盖茨比,菲茨杰拉德,陕西人民出版社
离散数学典型例题与解法,邹阿金,国防科技大学出版社
临床中药学,高学敏,河北科学技术出版社
流体力学,贾月梅,国防工业出版社
流体润滑理论,周桂如,浙江大学出版社
六世达赖喇嘛仓央嘉措,高平,中国藏学出版社
罗生门,芥川龙之介,上海三联书店
罗生门,芥川龙之介,译林出版社
毛宗岗批评本三国演义,罗贯中,岳麓书社
面试中的248个问题及回答技巧,霍奇森,中国市场出版社
莫言精选集,莫言,北京燕山出版社
男人攻略,李津,群言出版社
"你好, 旧时光",八月长安,湖南文艺出版社
嵌入式Linux应用开发完全手册,韦东山,人民邮电出版社
热力学与统计物理,欧阳容百,科学出版社
人际心理学,刘迎泽,海潮出版社
日本获奖推理小说选,李重民,九州出版社
入党培训的25个问题,《求是》杂志政治部,红旗出版社
色谱分析概论,傅若农,化学工业出版社
社会契约论,卢梭,陕西人民出版社
社会性动物,阿伦森,新华出版社
沈从文经典作品选,沈从文,当代世界出版社
圣女的救赎,东野圭吾,接力出版社
失效分析,孙智,机械工业出版社
十宗罪,蜘蛛,湖南文艺出版社
实变函数解题指南,周民强,北京大学出版社
实变函数与泛函分析基础,程其襄,高等教育出版社
食物营养与健康,薛建平,中国科学技术大学出版社
史前与当今的流体力学问题,周光,北京大学出版社
世纪未解之谜,张石,陕西师范大学出版社
世界经典爱情小说,董兴文,中央民族大学出版社
试验设计与数据处理,何少华,国防科技大学出版社
数学分析的思想与方法,明清河,山东大学出版社
数学分析全程导学及习题全解,王勇,中国时代经济出版社
数学建模教程,许洪范,国防工业出版社
数学考研精解,罗亚平,科学出版社
数学物理方程与特殊函数,杨奇林,清华大学出版社
数值分析原理,封建湖,科学出版社
数字系统设计,夏宇闻,高等敎育出版社
钛合金及其表面处理,赵树萍,哈尔滨工业大学出版社
湍流大涡数值模拟的理论和应用,张兆顺,清华大学出版社
瓦尔登湖,梭罗,上海三联书店
完美英文简历一本通,王珠英,西安交通大学出版社
汪曾祺谈吃,汪曾祺,北方文艺出版社
王小波全集,王小波,北京理工大学出版社
乌合之众,勒庞,江西人民出版社
物理化学学习及考研指导,沈文霞,科学出版社
物语日本,茂吕美耶,广西师范大学出版社
物种起源,达尔文,北京大学出版社
西安交通大学imac,,
西方经济学,高鸿业,中国人民大学出版社
西方美学史,朱光潜,中国长安出版社
吸附作用应用原理,赵振国,化学工业出版社
希腊神话,施瓦布,陕西师范大学出版社
线性代数通用辅导讲义,俞正光,清华大学出版社
线性代数与解析几何学习指导,邱中华,人民邮电出版社
详解MATLAB在科学计算中的应用,陈泽,电子工业出版社
象与骑象人,海特,中国人民大学出版社
心理学导论,库恩,中国轻工业出版社
心理罪,雷米,重庆出版社
新版中日交流标准日本语语法详解,刘晓华,大连出版社
新材料概论,谭毅,冶金工业出版社
修炼,谢耘,东方出版社
溴化锂吸收式制冷机实用教程,辛长平,电子工业出版社
许三观卖血记,余华,作家出版社
血色浪漫,都梁,长江文艺出版社
医学分子细胞生物学,章静波,中国协和医科大学出版社
应用非线性控制,斯洛坦,机械工业出版社
张国荣的荣光魅影,陈舒,东方出版社
侦探俱乐部,东野圭吾,南海出版公司
只差一个谎言,东野圭吾,南海出版社
中国盗墓史,王子今,九州出版社
肿瘤分子细胞生物学,陈意生,人民军医出版社
庄子,庄子,中华书局
追忆似水年华,普鲁斯特,译林出版社
资本论,马克思,译林出版社
资本市场:机构与工具,法博齐,经济科学出版社
资治通鉴,陈磊,中华书局
走遍日本,王精诚,外语教学与研究出版社
《三十六计》现代释用,司马烈人,中国华侨出版社
《诗经》译注,周振甫,江苏敎育出版社
《周易》与人生,蒋凡,上海古籍出版社
ABC谋杀案,克里斯蒂,新星出版社
Absolute C++中文版,萨维奇,机械工业出版社
Bill Clinton,本森,中国对外翻译出版公司
C++程序设计教程,王珊珊,机械工业出版社
C++从入门到精通,李伟明,清华大学出版社
MATLAB控制系统仿真与设计,赵景波,机械工业出版社
MATLAB控制系统应用与实例,樊京,清华大学出版社
MATLAB语言及机械工程应用,原思聪,机械工业出版社
MATLAB自动控制系统设计,张德丰,机械工业出版社
Protel 99SE电路设计教程,李东生,电子工业出版社
TOEFL词汇词根+联想记忆法,俞敏洪,浙江教育出版社
TOEFL考试词汇详解手册,王勋,清华大学出版社
Visual C++数据库系统开发案例精选,宋坤,人民邮电出版社
"暗红色研究;""四个人的签名""",柯南道尔,百家出版社
半导体光电子技术,余金中,化学工业出版社
北大教授给出的21条博弈法则,叶舟,广西科学技术出版社
边干边学,李善平,浙江大学出版社
病理生理学,陈主初,人民卫生出版社
博物馆建筑,罗森布拉特,中国建筑工业出版社
捕鼠器,克里斯蒂AKelisidi,人民文学出版社
不能承受的生命之轻,昆德拉,上海译文出版社
不确定度及其实践,刘智敏,中国标准出版社
布鲁特斯的心脏,东野圭吾,南海出版公司
材料表面工程导论,赵文轸,西安交通大学出版社
材料力学辅导,黄一红,西安电子科技大学出版社
材料力学学习及考研指导书,西南交通大学,西南交通大学出版社
材料热力学,郝士明,化学工业出版社
常识,梁文道,广西师范大学出版社
沉睡的森林,东野圭吾,南海出版公司
出国留学应急英语,王蓓,北京工业大学出版社
大学物理学 (第3版) 习题分析与题解,王少杰,同济大学出版社
单片机Keil Cx51应用开发技术,王为靑,人民邮电出版社
弹性力学简明教程,杨桂通,清华大学出版社
地底奇人,倪匡,上海书店出版社
邓小平的三落三起,赵晓光,辽宁人民出版社
邓小平时代,傅高义,生活·读书·新知三联书店
邓小平文选  第一卷,邓小平,人民出版社
第三帝国的兴亡,夏伊勒,世界知识出版社
电磁学,徐游,科学出版社
电工学习题解答,张继红,机械工业出版社
电路学习指导与习题精解,潘双来,清华大学出版社
洞察未来,马斯洛,华夏出版社
读城记,易中天,上海文艺出版社
读史学做人,任浩之,陕西师范大学出版社
方与圆全集,宋小威,万卷出版公司
分岔与奇异性,陆启韶,上海科技敎育出版社
风声鹤唳,林语堂,陕西师范大学出版社
复合材料力学,沈观林,清华大学出版社
概率论·数理统计·随机过程,胡细宝,北京邮电大学出版社
概率论与数理统计全程导学及习题全解,谢婧,中国时代经济出版社
高等工程流体力学,张鸣远,西安交通大学出版社
高等数学题型全攻略,吴云天,化学工业出版社
高等数学同步学习辅导,西北工业大学高等数学敎研室,西北工业大学出版社
高等数学习题课教程,蒋福民,同济大学出版社
高等数学学习辅导与习题选解,同济大学,同济大学出版社
工程优化方法及其应用,张可村,西安交通大学出版社
古董局中局,马伯庸,凤凰出版社
顾城精选集,顾城,北京燕山出版社
国富论,斯密,江苏人民出版社
国外社会学理论,刘少杰,高等敎育出版社
汉英词典,王希荣,外文出版社
航空发动机,刘大响,航空工业出版社
红楼梦,曹雪芹,花城出版社
换热器,董其伍,化学工业出版社
黄帝内经,段青峰,崇文书局
机会就在你身边,哈伯德,北方文艺出版社
机械绘图与识图300例,周明贵,化学工业出版社
基本粒子物理学史,派斯,武汉出版社
基于ANSYS平台有限元分析手册,曾攀,机械工业出版社
基于OpenCV的计算机视觉技术实现,陈胜勇,科学出版社
计算声学,李太宝,科学出版社
夹边沟记事,杨显惠,花城出版社
假面饭店,东野圭吾,南海出版公司
街道的美学,芦原义信,百花文艺出版社
金陵十三钗,严歌苓,"北京联合出版公司;""陕西师范大学出版社"""
京华烟云,林语堂,江苏文艺出版社
经典思维50法,麦冬,内蒙古人民出版社
经典童话三部曲,卡罗尔,清华大学出版社
经济学300年,何正斌,湖南科学技术出版社
矩阵分析,史荣昌,北京理工大学出版社
矩阵分析,史荣昌,北京理工大学出版社
朗文·外研社新概念英语,Alexander,"外语敎学与研究出版社;""朗文出版亚洲有限公司"""
离散数学及其在计算机中的应用,,人民邮电出版社
理论力学,金尚年,高等教育出版社
理论力学,武清玺,高等教育出版社
理论力学,范钦珊,清华大学出版社
历史深处的忧虑,林达,生活?读书?新知三联书店
例说51单片机,张义和,人民邮电出版社
量子力学导论,曾谨言,北京大学出版社
临床组织病理学彩色图谱,,辽宁科学技术出版社
刘备日记,刘思,中国民航出版社
流星雨,三毛,北京十月文艺出版社
龙族,江南,长江出版社
论法的精神,孟德斯鸠,陕西人民出版社
马太效应,朱煜,中国纺织出版社
毛泽东传,特里尔,河北人民出版社
美国宪政历程,任东来,中国法制出版社
美丽童话,格斯特,清华大学出版社
摩擦学的分形,葛世荣,机械工业出版社
目送,龙应台,生活·读书·新知三联书店
内科学习题集,马爱群,人民卫生出版社
尼罗河上的惨案,克里斯蒂,新星出版社
你不可不知道的300幅名画,刘绮文,中国旅游出版社
你好，旧时光,八月长安,新世界出版社
凝聚态物理学新论,冯端,上海科学技术出版社
品味四季生活,海明威,北方文艺出版社
平狄克版《微观经济学》(第七版) 学习手册,翔高教育经济学教学研究中心,中国人民大学出版社
普通化学,浙江大学,高等教育出版社
青花瓷,方文山,作家出版社
全家福,叶广芩,北京出版社
热喷涂技术与应用,吴子健,机械工业出版社
人性管理,曾仕强,东方出版社
人一生要读的100首诗歌,淡霞,中国和平出版社
日本小说经典,叶渭渠,上海文艺出版社
日本语初级语法,刘文照,华东理工大学出版社
丧钟为谁而鸣,海明威,上海译文出版社
杀死一只知更鸟,李,译林出版社
莎士比亚名篇赏析,莎士比亚,北京大学出版社
设计与验证,吴继华,人民邮电出版社
社会契约论,卢梭,江西人民出版社
社会网络分析,林聚任,北京师范大学出版社
社会学二十讲,亚历山大,华夏出版社
生活的艺术,林语堂,陕西师范大学出版社
生死疲劳,莫言,上海文艺出版社
生物信息学基因和蛋白质分析的实用指南,Baxevanis,清华大学出版社
十四堂人生创意课,李欣频,电子工业出版社
时间中国,紫图黑镜头编辑部,花山文艺出版社
时空的未来,霍金,湖南科学技术出版社
史铁生散文,史铁生,人民文学出版社
世界文明史,马克,北京大学出版社
数学大师,贝尔,上海科技敎育出版社
数学建模,杨桂元,中国科学技术大学出版社
数学建模,杨启帆,浙江大学出版社
数学建模方法与实践,董臻圃,国防工业出版社
数学史概论,李文林,高等敎育出版社
数学物理方程及其近似方法,程建春,科学出版社
数学物理方法,管平,高等教育出版社
数字图像处理及其MATLAB实现,陈爱军,东北林业大学出版社
数字信号处理,张立材,北京邮电大学出版社
数字信号处理,米拉特,电子工业出版社
死魂灵,果戈理,长江文艺出版社
苏轼集,苏轼,凤凰出版社
孙子兵法古今谈,孔干,军事科学出版社
孙子兵法正宗,任俊华,华夏出版社
听南怀瑾讲<<庄子>>,潘鸿生,中央编译出版社
图论,王朝瑞,北京理工大学出版社
蛙,莫言,上海文艺出版社
瓦尔登湖,梭罗,上海世界图书出版公司
微分方程及边值问题,爱德华兹,清华大学出版社
温柔的夜,三毛,北京十月文艺出版社
我的不安,龙应台,南海出版公司
物理化学,傅献彩,高等敎育出版社
雾都孤儿,狄更斯,译林出版社
希腊神话故事,施瓦布,吉林出版集团有限责任公司
现代半导体物理,夏建白,北京大学出版社
现代控制工程,奥加塔,电子工业出版社
详解MATLAB工程科学计算与典型应用,周灵,电子工业出版社
心理学基础,刘儒德,教育科学出版社
新编日语教程,丸尾达,华东理工大学出版社
新托福考试词汇精典,金利,外语教学与研究出版社
信号与系统 (郑君里·第二版) 考研教案,范世贵,西北工业大学出版社
信息论,傅祖芸,电子工业出版社
形而上学,亚里士多德,中国人民大学出版社
薛定谔讲演录,薛定谔,北京大学出版社
学生时代的毛泽东,唐振南,中央文献出版社
野草,鲁迅,人民文学出版社
一个经济杀手的自白,珀金斯,广东经济出版社
医学分子生物学学习指导及习题集,,人民卫生出版社
医学实验动物学,刘恩岐,科学出版社
医学统计学,颜虹,人民卫生出版社
有机化学题解,聂进,华中科技大学出版社
有限元法及ANSYS程序应用基础,张力,科学出版社
有限元方法编程,史密斯,电子工业出版社
云图,米切尔,上海文艺出版社
"早期作品;""唐人故事"";""似水柔情""",王小波,长江文艺出版社
中国科幻小说经典,叶永烈,长江文艺出版社
周国平人文讲演录,周国平,上海文艺出版社
卓有成效的管理者,德鲁克,机械工业出版社
自动控制原理,余成波,清华大学出版社
自适应控制,Astrom,科学出版社
组织理论,斯各特,华夏出版社
最好的我们,八月长安,湖南文艺出版社
《大学物理学》习题分析与解答,李元杰,高等敎育出版社
《周易》译注,周振甫,江苏敎育出版社
2007国家公务员录用考试行政职业能力测验历年真题归类精解,祝立明,中国法制出版社
Accelerated C++中文版,凯尼格,机械工业出版社
ANSYS 10.0材料工程有限元分析实例教程,胡红军,电子工业出版社
ANSYS Workbench设计建模与虚拟仿真,李范春,电子工业出版社
C++程序设计语言,斯特朗斯特鲁普,机械工业出版社
Chicken soup for the soul,坎菲尔德,安徽科学技术出版社
Chicken soup for the teenage soul,马克,安徽科学技术出版社
Eclipse从入门到精通,陈刚,清华大学出版社
Inventor 10中文版机械设计精彩实例与进阶教程,董永进,化学工业出版社
LabVIEW入门与提高范例教程,申炎华,中国铁道出版社
Matlab 7.6图形图像处理,王家文,国防工业出版社
Photoshop CS3中文版从入门到精通,腾龙视觉,人民邮电出版社
Pro/ENGINEER Wildfire中文版典型实例,谭雪松,人民邮电出版社
Protel电路设计与制版宝典,赵建领,电子工业出版社
Scarlet and black,司汤达,广州出版社
SYSNOISE Rev5.6详解,李增刚,国防工业出版社
Ubuntu实战技巧精粹,何晓龙,人民邮电出版社
Visual C++ 2008入门经典,霍顿,清华大学出版社
Visual C++入门与提高,陈争光,科学出版社
半导体材料,邓志杰,化学工业出版社
贝叶斯统计推断,张尧庭,科学出版社
毕业,东野圭吾,南海出版公司
编译原理,阿霍,机械工业出版社
变态心理学,张伯源,北京大学出版社
博弈论教程,王则柯,中国人民大学出版社
博弈论教程,罗云峰,清华大学出版社
博弈论与经济学,蒙特,经济管理出版社
材料科学基础,郑子樵,中南大学出版社
材料研究方法,谈育煦,机械工业出版社
灿烂千阳,侯赛尼,上海人民出版社
测度与积分,赵荣侠,西安电子科技大学出版社
"常微分方程及其Maple, MATLAB求解",钟益林,清华大学出版社
超声换能器的原理及设计,林书玉,科学出版社
沉默的大多数,王小波,上海文化出版社
程序设计与C语言,梁力,西安交通大学出版社
崇祯十七年,余同元,东方出版社
丑陋的中国人,柏杨,人民文学出版社
从存在到演化,普里果金,北京大学出版社
存在与时间,海德格尔,三联书店
存在主义是一种人道主义,萨特,上海译文出版社
大话无线通信,丁奇,人民邮电出版社
大脑的营养,卡珀,新华出版社
大鼠脑立定位图谱,,人民卫生出版社
大唐帝国,陈舜臣,新星出版社
大学英语分类阅读100篇,卢建,新华出版社
大众理财实战宝典,大众理财顾问杂志社,机械工业出版社
弹性力学,朱滨,中国科学技术大学出版社
当代大学生乐理与视唱实用教程,邱晓枫,"清华大学出版社;""北京交通大学出版社"""
当代市场调研,迈克丹尼尔,机械工业出版社
党员实用手册,,中央文献出版社
德国硱女总理夫人硰默克尔,廖生,社会科学文献出版社
地下黑客社会,德赖弗斯,海南出版社
第一届鲁迅文学奖全国优秀中篇小说奖提名作品集,张韧,中国社会出版社
电厂汽轮机原理及系统,靳智平,中国电力出版社
电磁学,吕长荣,哈尔滨工业大学出版社
电工电子技术学习指导与习题解答,徐淑华,电子工业出版社
电工学·电工技术 (第六版) 导教·导学·导考,朱建,西北工业大学出版社
电化学测量方法,贾铮,化学工业出版社
电力系统分析,夏道止,中国电力出版社
电力系统继电保护原理,贺家李,中国电力出版社
电容器及其应用,陈永真,科学出版社
多源信息融合,韩崇昭,清华大学出版社
额尔古纳河右岸,迟子建,北京十月文艺出版社
飞机总体设计,李为吉,西北工业大学出版社
废都,贾平凹,作家出版社
弗洛伊德自传,弗洛伊德,东方出版社
浮躁,贾平凹,长江文艺出版社
负建筑,隈研吾,山东人民出版社
概率论基础教程,罗斯,机械工业出版社
概率论与数理统计 (习题精选),王蓉华,北京大学出版社
概率统计及随机过程,张福渊,北京航空航天大学出版社
钢笔楷书教程,骆恒光,浙江文艺出版社
高等代数内容、方法与技巧,孙清华,华中科技大学出版社
高等无机结构化学,麦松威,"北京大学出版社;""香港中文大学出版社"""
高分子化学,潘祖仁,化学工业出版社敎材出版中心
高分子物理,何曼君,复旦大学出版社
工程经济学,刘新梅,西安交通大学出版社
工程制图解题分析,黄皖苏,中国科学技术大学出版社
工质热物理性质计算程序的编制及应用,刘志刚,科学出版社
公共管理学,陈振明,中国人民大学出版社
光滑粒子流体动力学,利乌,湖南大学出版社
广岛之恋,杜拉斯,上海译文出版社
国际雅思口语真题题源,刘创,科学出版社
过电压防护及绝缘配合,张纬,清华大学出版社
航空发动机原理,廉筱纯,西北工业大学出版社
合金的形状记忆效应与超弹性,赵连城,国防工业出版社
红高粱家族,莫言,人民文学出版社
呼啸山庄,勃朗特,译林出版社
化学简史,柏廷顿,广西师范大学出版社
荒原,艾略特,北京燕山出版社
机械密封实用技术,顾永泉,机械工业出版社
基础有机化学,邢其毅,高等敎育出版社
基础有机化学习题解答与解题示例,邢其毅,北京大学出版社
基于LabVIEW的数据采集与处理技术,白云,西安电子科技大学出版社
艰难时世,狄更斯,世界图书出版公司
建筑专业学生优秀作品选,薛加勇,同济大学出版社
剑桥雅思词汇精典,吴建业,外语敎学与硏究出版社
结构动力分析的子结构方法,,同济大学出版社
结构分析的有限元法与MATLAB程序设计,徐荣桥,人民交通出版社
就业、利息和货币通论,凯恩斯,九洲出版社
菊与刀,贝内迪克特,凤凰出版社
决策理论与方法,岳超源,科学出版社
决策与判断,普劳斯,人民邮电出版社
卡夫卡中短篇小说选,卡夫卡,人民文学出版社
康德著作全集,康德,中国人民大学出版社
科学计算导论,希思,清华大学出版社
老子的智慧,林语堂,当代世界出版社
勒柯布西耶,《大师》编辑部,华中科技大学出版社
理论力学,贾启芬,天津大学出版社
理论力学,郭应征,清华大学出版社
理想国,柏拉图,陕西人民出版社
流体力学,张鸿雁,科学出版社
流体力学,刘鹤年,中国建筑工业出版社
马克思主义经典著作选编与导读,谭培文,人民出版社
面试英语口语大全,李雪,机械工业出版社
冥想,仁森,湖南科学技术出版社
模式识别原理与应用,李弼程,西安电子科技大学出版社
纳米材料制备技术,倪星元,化学工业出版社
南华真经注译,张惠丽,中国社会科学出版社
牛津英汉双解词典,林德伯格,"上海译文出版社;""牛津大学出版社"""
女人解读,奥修,喀什维吾尔文出版社
欧叶妮·格朗台,巴尔扎克,译林出版社
平狄克鲁宾费尔德《微观经济学》(第七版) 学习指导,汉密尔顿,中国人民大学出版社
"普通物理;""大学物理""",张淳民,西安交通大学出版社
强化传热新技术及其应用,崔海亭,化学工业出版社
轻松学习心电图,汉普顿,北京医科大学出版社
求职简历100种,劳动和社会保障部培训就业司,石油大学出版社
人工智能及其应用,蔡自兴,清华大学出版社
人间,蔡骏,河南文艺出版社
人性的弱点,卡耐基,译林出版社
日本畅销小说选,朱川凑人,上海文艺出版社
三维涡流场的有限元分析,谢德馨,机械工业出版社
少女小渔,严歌苓,陕西师范大学出版社
沈丛文代表作,沈从文,华夏出版社
失乐园,渡边淳一,北京联合出版公司
失落的秘符,布朗,人民文学出版社
十一字杀人,,上海译文出版社
实用分子生物学操作指南,曹亚,人民卫生出版社
食品营养与健康,,中国轻工业出版社
世界科学未解之谜,徐胜华,光明日报出版社
数据结构,梅因,机械工业出版社
数据结构 (C语言描述) 学习指导与习题解答,徐孝凯,清华大学出版社
数据结构辅导及习题精解,吴志坚,陕西师范大学出版社
数学分析习题全解,赵敏,科学技术文献出版社
数学物理方程与特殊函数学习指导与习题全解,赵振海,大连理工大学出版社
数值逼近与常微分方程数值解,程正兴,西安交通大学出版社
数值分析,李红,华中科技大学出版社
四世同堂,老舍,文汇出版社
唐朝那些事儿,钓雪人,天津人民出版社
唐史十二讲,黄永年,中华书局
陶瓷材料断裂力学,龚江宏,清华大学出版社
通俗天文学,纽科姆,当代世界出版社
通信原理,樊昌信,国防工业出版社
透平式压缩机,黄钟岳,化学工业出版社
瓦尔登湖,梭罗,文汇出版社
王昭君,庞天舒,新华出版社
围棋入门一本通,张英挺,河南科学技术出版社
乌托邦,莫尔,北京出版社
物理学史,郭奕玲,清华大学出版社
西方科学的起源,林德伯格,中国对外翻译出版公司
线性代数辅导及习题精解,张天德,新华出版社
线性代数与空间解析几何要点与解题,龚冬保,西安交通大学出版社
向量分析与场论,杨永发,南开大学出版社
心灵侦探,王溢嘉,国际文化出版公司
新大学日语标准教程,赵刚,人民军医出版社
新托福写作高分策略,李传伟,高等教育出版社
信号与系统考试要点与真题精解,吴京,国防科技大学出版社
虛拟样机软件MSC.ADAMS应用与提高,范成建,机械工业出版社
悬疑新势力排行榜,汤哲声,北京文艺出版社
压电铁电物理,王春雷,科学出版社
雅思写作8分直达,吕培明,上海交通大学出版社
演讲与口才知识全集,何书宏,北京工业大学出版社
一只特立独行的猪,王小波,北京工业大学出版社
仪器分析学习指导,方惠群,科学出版社
音乐素质600答,付林,中国文联出版公司
英汉材料科学词典,刘志刚,中国国际广播出版社
英语科技论文写作,丁西亚,西安交通大学出版社
运筹学全程导学及习题全解,张晋东,中国时代经济出版社
赵四小姐与张学良,赵云声,湖北人民出版社
智能材料与智能系统,杨大智,天津大学出版社
中文版Office 2007宝典,胡欣杰,电子工业出版社
自动控制原理考研试题分析与解答技巧,张苏英,北京航空航天大学出版社
最新入党培训学习问答,卢先福,人民出版社
ANSYS 12.0机械与结构有限元分析从入门到精通,薛风先,机械工业出版社
ANSYS Workbench 13.0从入门到精通,凌桂龙,清华大学出版社
C/C++程序员面试宝典,梁镇宇,清华大学出版社
C语言程序设计基础与上机指导,李岩,清华大学出版社
C语言程序设计教程、实验与练习,杨开城,人民邮电出版社
Effective C++,迈耶斯,电子工业出版社
Great expectations,狄更斯,大连理工大学出版社
LATEX入门,刘海洋,电子工业出版社
MATLAB基础及应用,刘勍,东南大学出版社
Pro/TOOLKIT程序设计,李世国,机械工业出版社
Protel 2004电路设计,赵景波,电子工业出版社
SPSS在医学科研中的应用,王乐三,化学工业出版社
TOEFL iBT高分作文,李笑来,群言出版社
Verilog HDL应用程序设计实例精讲,刘福奇,电子工业出版社
